claiminternalnumber,claimcolour,treatmentgroup,accept_automatic,insurancetype,privatefinanced
9633,Green,2,1,property,0
9634,Yellow,2,1,travel,1
9635,Yellow,3,1,travel,0
9636,Yellow,4,1,travel,0
9637,Yellow,4,1,auto,0
9638,Green,4,1,property,1
9639,Yellow,2,1,property,1
9640,Yellow,4,0,property,1
9641,Yellow,3,1,auto,1
9642,Red,4,1,travel,1
9643,Green,1,1,auto,1
9644,Yellow,0,1,travel,0
9645,Yellow,1,1,property,1
9646,Yellow,0,0,property,0
9647,Green,0,1,auto,1
9648,Yellow,2,1,auto,1
9649,Green,3,1,property,1
9650,Green,1,0,property,1
9651,Yellow,1,1,property,1
9652,Yellow,4,1,auto,1
9653,Yellow,1,0,property,1
9654,Green,2,0,property,1
9655,Green,4,0,property,1
9656,Red,1,1,property,1
9657,Green,1,1,property,1
9658,Yellow,4,1,auto,1
9659,Yellow,4,1,travel,1
9660,Green,1,1,property,0
9661,Yellow,4,1,auto,1
9662,Yellow,1,1,auto,1
9663,Yellow,1,1,property,1
9664,Yellow,1,0,auto,1
9665,Yellow,4,1,auto,1
9666,Yellow,0,1,property,1
9667,Green,4,1,property,0
9668,Yellow,0,1,travel,1
9669,Green,0,1,property,0
9670,Green,2,0,auto,0
9671,Green,4,0,property,1
9672,Yellow,3,0,life,1
9673,Red,1,0,travel,1
9674,Red,4,1,travel,1
9675,Yellow,4,1,auto,1
9676,Yellow,1,1,travel,0
9677,Yellow,1,1,property,1
9678,Red,2,1,property,1
9679,Yellow,3,1,auto,1
9680,Green,0,0,property,1
9681,Yellow,4,1,life,1
9682,Yellow,0,1,life,1
9683,Yellow,0,1,auto,1
9684,Yellow,1,1,property,1
9685,Yellow,2,1,property,1
9686,Green,2,1,property,0
9687,Yellow,0,1,auto,1
9688,Green,3,1,life,1
9689,Yellow,4,1,auto,1
9690,Yellow,0,1,travel,1
9691,Yellow,2,1,auto,1
9692,Yellow,1,1,property,0
9693,Green,2,1,property,1
9694,Green,3,1,auto,1
9695,Green,3,1,property,1
9696,Green,4,1,auto,1
9697,Red,0,1,travel,0
9698,Red,1,1,travel,1
9699,Yellow,0,1,travel,1
9700,Yellow,2,1,travel,1
9701,Yellow,1,1,travel,0
9702,Yellow,4,1,travel,0
9703,Yellow,3,1,auto,1
9704,Green,0,1,property,0
9705,Yellow,1,1,life,1
9706,Green,0,1,auto,1
9707,Yellow,2,1,auto,1
9708,Red,0,1,travel,1
9709,Yellow,4,1,travel,0
9710,Yellow,4,1,auto,1
9711,Yellow,0,1,property,1
9712,Yellow,1,0,property,1
9713,Yellow,0,1,property,1
9714,Green,3,1,auto,1
9715,Yellow,1,1,property,1
9716,Yellow,3,1,life,1
9717,Green,0,1,life,1
9718,Yellow,0,1,property,1
9719,Green,3,1,life,1
9720,Green,0,1,auto,1
9721,Yellow,0,1,auto,1
9722,Yellow,4,0,property,1
9723,Green,1,1,auto,1
9724,Green,0,1,auto,1
9725,Green,1,1,property,1
9726,Yellow,1,1,life,1
9727,Green,4,1,property,1
9728,Yellow,0,1,travel,0
9729,Green,0,1,property,1
9730,Green,1,1,other,1
9731,Yellow,2,1,travel,0
9732,Red,3,0,travel,1
9733,Yellow,2,1,travel,1
9734,Yellow,0,1,property,1
9735,Yellow,3,1,auto,1
9736,Yellow,1,1,life,1
9737,Yellow,4,1,travel,1
9738,Red,1,1,travel,1
9739,Yellow,3,1,auto,1
9740,Yellow,3,0,property,1
9741,Green,1,1,auto,1
9742,Green,4,1,auto,1
9743,Yellow,3,1,property,1
9744,Green,1,1,auto,1
9745,Yellow,4,1,auto,1
9746,Green,2,1,property,1
9747,Yellow,3,1,property,1
9748,Yellow,1,1,life,1
9749,Yellow,4,1,travel,1
9750,Green,4,1,auto,1
9751,Yellow,2,0,travel,1
9752,Yellow,1,1,auto,1
9753,Yellow,3,0,property,1
9754,Yellow,0,1,property,1
9755,Yellow,1,0,property,1
9756,Yellow,4,1,travel,1
9757,Green,2,1,property,1
9758,Yellow,1,1,auto,1
9759,Green,0,1,auto,1
9760,Green,2,1,auto,1
9761,Yellow,3,1,property,1
9762,Green,4,1,property,1
9763,Yellow,3,1,property,1
9764,Yellow,1,1,travel,1
9765,Green,0,0,auto,1
9766,Green,2,1,property,1
9767,Red,1,1,property,1
9768,Yellow,2,1,auto,1
9769,Green,0,1,auto,1
9770,Green,3,1,travel,1
9771,Red,2,1,property,0
9772,Yellow,0,1,auto,1
9773,Green,1,1,property,1
9774,Green,4,0,property,1
9775,Green,2,1,property,1
9776,Red,2,1,property,1
9777,Yellow,3,1,life,1
9778,Yellow,4,0,auto,1
9779,Green,4,1,auto,1
9780,Red,2,1,property,1
9781,Yellow,3,1,life,1
9782,Yellow,0,1,travel,0
9783,Yellow,4,1,property,1
9784,Yellow,4,0,property,1
9785,Green,2,1,travel,1
9786,Yellow,2,0,travel,1
9787,Yellow,4,1,life,1
9788,Green,3,1,life,1
9789,Yellow,0,1,property,1
9790,Yellow,2,1,travel,0
9791,Green,3,1,property,1
9792,Yellow,2,1,travel,0
9793,Green,2,1,life,1
9794,Red,3,1,auto,1
9795,Green,0,0,auto,1
9796,Yellow,1,1,property,1
9797,Yellow,2,1,property,1
9798,Yellow,3,1,life,1
9799,Green,1,1,travel,1
9800,Yellow,3,1,auto,1
9801,Yellow,1,1,property,1
9802,Red,4,1,property,1
9803,Yellow,2,1,travel,0
9804,Yellow,0,1,life,1
9805,Red,4,0,travel,1
9806,Yellow,3,0,auto,1
9807,Yellow,1,1,travel,0
9808,Yellow,3,1,property,1
9809,Green,2,1,auto,1
9810,Yellow,3,0,travel,1
9811,Yellow,3,1,auto,1
9812,Yellow,3,1,property,1
9813,Yellow,3,1,property,1
9814,Green,3,0,travel,1
9815,Yellow,4,1,travel,1
9816,Green,2,1,travel,1
9817,Yellow,3,1,property,1
9818,Yellow,1,1,life,1
9819,Yellow,2,1,travel,1
9820,Yellow,4,1,life,1
9821,Yellow,1,1,travel,0
9822,Red,0,1,property,1
9823,Yellow,0,1,travel,1
9824,Green,4,1,property,1
9825,Green,1,1,auto,1
9826,Yellow,1,1,auto,1
9827,Yellow,0,0,auto,1
9828,Yellow,0,1,property,1
9829,Green,2,1,auto,1
9830,Yellow,1,1,travel,1
9831,Green,2,1,travel,1
9832,Green,2,0,property,1
9833,Green,3,1,other,1
9834,Yellow,2,0,property,1
9835,Yellow,2,1,property,0
9836,Yellow,2,1,travel,0
9837,Yellow,0,1,auto,0
9838,Green,1,1,auto,1
9839,Red,2,1,property,1
9840,Green,4,1,auto,1
9841,Yellow,1,0,property,1
9842,Yellow,0,0,auto,1
9843,Yellow,2,0,travel,1
9844,Red,3,1,property,1
9845,Green,2,0,property,1
9846,Green,3,1,travel,1
9847,Green,4,0,auto,1
9848,Yellow,0,0,property,1
9849,Green,3,1,auto,1
9850,Yellow,4,1,auto,1
9851,Red,4,1,property,1
9852,Green,1,1,travel,1
9853,Green,3,1,auto,1
9854,Yellow,2,0,travel,1
9855,Red,4,1,property,0
9856,Yellow,1,1,property,0
9857,Yellow,1,0,auto,1
9858,Yellow,1,0,auto,1
9859,Yellow,0,1,travel,0
9860,Red,3,1,travel,1
9861,Green,4,1,property,1
9862,Yellow,3,1,property,1
9863,Yellow,0,1,auto,1
9864,Green,0,1,property,1
9865,Yellow,2,1,auto,1
9866,Green,4,1,auto,1
9867,Yellow,2,1,property,1
9868,Red,2,1,property,0
9869,Yellow,2,1,auto,1
9870,Yellow,2,1,auto,1
9871,Green,0,0,travel,1
9872,Yellow,4,1,auto,1
9873,Green,4,1,auto,1
9874,Yellow,3,1,auto,1
9875,Yellow,3,1,auto,1
9876,Yellow,1,1,property,1
9877,Yellow,1,0,property,1
9878,Green,3,1,property,0
9879,Yellow,1,1,property,1
9880,Yellow,2,1,auto,1
9881,Yellow,3,1,auto,1
9882,Yellow,3,1,auto,1
9883,Green,1,1,travel,0
9884,Yellow,1,1,travel,1
9885,Yellow,4,1,auto,1
9886,Yellow,3,1,auto,1
9887,Green,2,1,property,0
9888,Yellow,1,0,property,1
9889,Yellow,4,1,auto,1
9890,Red,3,1,travel,1
9891,Red,3,1,property,0
9892,Green,1,1,auto,1
9893,Yellow,2,1,travel,1
9894,Red,0,1,property,1
9895,Green,3,1,travel,1
9896,Yellow,2,0,life,1
9897,Red,3,1,travel,0
9898,Yellow,1,1,travel,1
9899,Green,3,1,property,1
9900,Yellow,0,1,property,1
9901,Yellow,2,1,auto,1
9902,Yellow,3,0,auto,1
9903,Yellow,4,1,auto,1
9904,Yellow,2,1,auto,1
9905,Green,0,1,auto,1
9906,Yellow,4,1,auto,1
9907,Green,4,1,auto,1
9908,Yellow,0,1,property,0
9909,Yellow,1,1,travel,1
9910,Red,0,1,life,1
9911,Yellow,1,0,travel,1
9912,Yellow,2,1,auto,1
9913,Yellow,3,1,auto,1
9914,Yellow,3,0,auto,1
9915,Yellow,3,1,life,1
9916,Yellow,2,0,property,1
9917,Yellow,3,1,auto,1
9918,Yellow,0,1,property,1
9919,Green,1,1,life,1
9920,Green,2,1,auto,1
9921,Yellow,4,1,life,1
9922,Yellow,3,1,life,1
9923,Yellow,3,1,auto,1
9924,Yellow,1,1,auto,1
9925,Yellow,4,1,life,1
9926,Green,1,1,property,1
9927,Green,1,1,property,1
9928,Yellow,4,1,property,0
9929,Yellow,1,0,auto,1
9930,Green,1,0,auto,1
9931,Yellow,3,1,travel,1
9932,Yellow,4,1,life,1
9933,Yellow,2,1,travel,1
9934,Green,1,1,auto,1
9935,Yellow,0,1,auto,0
9936,Yellow,3,1,life,1
9937,Yellow,2,1,property,1
9938,Yellow,3,1,travel,0
9939,Green,2,1,auto,1
9940,Yellow,4,1,travel,0
9941,Green,2,1,auto,1
9942,Green,0,0,property,0
9943,Yellow,0,1,travel,0
9944,Green,4,1,auto,1
9945,Yellow,4,1,auto,0
9946,Yellow,1,0,property,1
9947,Yellow,4,1,travel,1
9948,Yellow,3,1,travel,1
9949,Yellow,1,0,auto,1
9950,Yellow,0,1,auto,1
9951,Green,3,1,property,1
9952,Yellow,0,1,life,1
9953,Yellow,2,1,property,0
9954,Green,2,1,auto,1
9955,Yellow,0,1,life,1
9956,Green,1,1,life,1
9957,Yellow,0,1,property,1
9958,Yellow,1,1,property,1
9959,Yellow,0,1,auto,1
9960,Yellow,1,1,property,1
9961,Yellow,0,0,auto,0
9962,Yellow,3,0,auto,1
9963,Yellow,3,0,auto,1
9964,Yellow,4,1,property,1
9965,Yellow,1,1,auto,1
9966,Green,3,1,auto,1
9967,Yellow,1,0,auto,1
9968,Yellow,2,1,auto,1
9969,Yellow,4,1,travel,1
9970,Green,1,1,auto,1
9971,Green,4,1,auto,1
9972,Yellow,3,1,property,1
9973,Green,4,1,property,1
9974,Yellow,1,1,property,0
9975,Yellow,2,1,travel,0
9976,Yellow,4,0,property,1
9977,Yellow,1,0,auto,1
9978,Yellow,4,1,travel,0
9979,Green,1,0,auto,1
9980,Green,2,1,property,1
9981,Red,1,0,auto,1
9982,Green,2,1,property,1
9983,Yellow,3,1,auto,1
9984,Yellow,2,1,life,1
9985,Yellow,4,0,life,1
9986,Green,0,1,property,0
9987,Green,2,1,auto,1
9988,Yellow,1,0,property,1
9989,Green,0,1,life,1
9990,Yellow,2,1,auto,1
9991,Green,2,1,auto,1
9992,Yellow,1,0,travel,0
9993,Yellow,0,0,auto,0
9994,Yellow,4,1,travel,1
9995,Yellow,0,1,travel,1
9996,Yellow,1,1,auto,1
9997,Yellow,2,1,property,1
9998,Yellow,1,1,auto,1
9999,Yellow,2,1,auto,1
10000,Green,0,1,auto,1
10001,Yellow,3,1,travel,0
10002,Green,1,0,property,1
10003,Green,3,1,property,1
10004,Yellow,1,0,auto,1
10005,Green,4,0,auto,1
10006,Yellow,0,1,auto,1
10007,Green,4,1,auto,1
10008,Green,2,1,travel,1
10009,Green,4,0,property,1
10010,Yellow,2,0,property,1
10011,Yellow,2,0,travel,1
10012,Green,2,1,auto,1
10013,Green,3,1,auto,0
10014,Green,3,1,travel,1
10015,Green,2,1,travel,1
10016,Yellow,2,1,travel,1
10017,Green,2,1,property,1
10018,Yellow,0,1,property,0
10019,Red,0,1,property,1
10020,Yellow,2,0,property,1
10021,Yellow,0,1,auto,1
10022,Yellow,0,1,life,1
10023,Yellow,0,1,travel,1
10024,Yellow,2,1,auto,1
10025,Yellow,0,1,life,1
10026,Yellow,4,0,auto,1
10027,Yellow,0,1,travel,1
10028,Green,1,1,auto,1
10029,Yellow,0,1,auto,0
10030,Green,4,1,auto,1
10031,Yellow,1,1,property,1
10032,Red,2,1,travel,1
10033,Red,3,1,property,1
10034,Yellow,0,1,travel,0
10035,Red,3,0,travel,0
10036,Red,1,1,travel,1
10037,Yellow,4,1,property,0
10038,Green,3,1,life,1
10039,Green,1,1,property,0
10040,Yellow,3,0,auto,1
10041,Yellow,3,1,life,1
10042,Yellow,0,1,travel,1
10043,Green,4,1,property,1
10044,Red,2,1,travel,1
10045,Yellow,2,0,auto,1
10046,Yellow,0,1,property,0
10047,Yellow,0,1,property,0
10048,Yellow,0,1,travel,1
10049,Green,3,1,auto,1
10050,Green,4,0,auto,1
10051,Yellow,2,1,life,1
10052,Yellow,2,1,life,1
10053,Green,0,1,auto,1
10054,Red,3,1,life,1
10055,Yellow,4,1,auto,1
10056,Yellow,4,0,travel,1
10057,Yellow,1,1,property,1
10058,Green,3,1,auto,1
10059,Yellow,1,1,auto,1
10060,Yellow,1,1,life,1
10061,Yellow,4,1,auto,1
10062,Yellow,3,1,auto,1
10063,Yellow,2,1,travel,0
10064,Green,2,1,life,1
10065,Green,1,1,property,0
10066,Yellow,2,1,travel,1
10067,Yellow,1,1,travel,1
10068,Red,0,1,travel,1
10069,Yellow,4,1,property,1
10070,Yellow,1,1,property,1
10071,Yellow,4,1,travel,1
10072,Green,3,0,auto,1
10073,Yellow,3,1,life,1
10074,Yellow,4,1,travel,0
10075,Green,0,1,life,1
10076,Yellow,0,1,auto,1
10077,Yellow,0,0,travel,0
10078,Yellow,3,1,auto,1
10079,Green,3,1,auto,1
10080,Yellow,3,0,property,1
10081,Yellow,4,1,property,1
10082,Yellow,3,1,life,1
10083,Yellow,1,1,auto,1
10084,Green,1,1,property,1
10085,Red,0,0,auto,1
10086,Green,4,1,auto,1
10087,Yellow,4,1,auto,1
10088,Yellow,0,1,travel,0
10089,Red,2,1,property,1
10090,Yellow,1,0,auto,1
10091,Yellow,4,1,property,1
10092,Yellow,3,0,property,0
10093,Yellow,1,0,travel,0
10094,Yellow,3,1,property,0
10095,Yellow,1,1,auto,1
10096,Yellow,2,1,travel,1
10097,Yellow,1,0,travel,1
10098,Yellow,1,1,life,1
10099,Yellow,3,1,life,1
10100,Yellow,3,1,property,1
10101,Yellow,2,1,auto,1
10102,Yellow,2,1,property,1
10103,Yellow,3,1,property,1
10104,Yellow,2,1,property,1
10105,Yellow,3,1,auto,1
10106,Yellow,4,1,auto,1
10107,Green,3,1,property,1
10108,Yellow,4,1,travel,1
10109,Green,1,1,auto,1
10110,Green,3,1,life,1
10111,Yellow,1,1,property,1
10112,Red,0,0,property,0
10113,Yellow,2,1,auto,1
10114,Yellow,2,1,travel,1
10115,Yellow,4,1,life,1
10116,Green,4,1,life,1
10117,Yellow,1,1,travel,1
10118,Yellow,1,1,travel,0
10119,Green,2,1,property,1
10120,Yellow,4,1,property,0
10121,Yellow,3,1,property,1
10122,Green,0,1,auto,1
10123,Yellow,2,1,travel,0
10124,Red,2,1,property,1
10125,Yellow,4,1,travel,1
10126,Yellow,4,1,auto,1
10127,Yellow,1,1,property,1
10128,Yellow,1,1,life,1
10129,Yellow,3,1,property,1
10130,Yellow,0,1,auto,0
10131,Yellow,0,1,property,1
10132,Yellow,0,1,auto,1
10133,Yellow,4,0,property,1
10134,Green,4,1,property,0
10135,Green,3,1,property,0
10136,Yellow,2,1,life,1
10137,Yellow,2,1,auto,1
10138,Red,2,1,property,1
10139,Yellow,2,0,property,1
10140,Yellow,4,1,life,1
10141,Green,3,1,auto,1
10142,Green,3,1,auto,1
10143,Yellow,4,0,property,1
10144,Yellow,0,1,life,1
10145,Green,0,1,property,0
10146,Yellow,2,0,travel,1
10147,Yellow,0,1,travel,1
10148,Yellow,0,1,travel,1
10149,Yellow,4,1,auto,1
10150,Yellow,1,1,property,0
10151,Red,1,1,travel,0
10152,Green,3,1,property,1
10153,Yellow,4,1,travel,1
10154,Green,0,1,property,1
10155,Yellow,2,1,travel,1
10156,Yellow,4,1,auto,1
10157,Green,1,1,property,0
10158,Yellow,4,0,auto,1
10159,Green,4,1,auto,1
10160,Yellow,2,1,travel,1
10161,Yellow,4,1,travel,1
10162,Yellow,3,0,property,1
10163,Yellow,2,1,property,0
10164,Green,0,1,auto,1
10165,Yellow,4,1,auto,1
10166,Red,3,1,property,0
10167,Green,2,1,auto,1
10168,Yellow,4,1,travel,1
10169,Yellow,2,0,life,1
10170,Yellow,2,1,travel,0
10171,Yellow,0,1,travel,1
10172,Yellow,4,1,property,1
10173,Green,3,1,property,0
10174,Yellow,3,1,property,0
10175,Yellow,4,1,auto,1
10176,Yellow,0,1,property,0
10177,Red,4,1,travel,1
10178,Green,1,1,auto,1
10179,Yellow,2,1,auto,1
10180,Yellow,1,0,property,0
10181,Green,1,1,property,1
10182,Yellow,0,1,travel,1
10183,Yellow,3,1,auto,1
10184,Yellow,1,1,auto,1
10185,Yellow,0,1,property,0
10186,Yellow,3,1,property,1
10187,Green,4,1,property,0
10188,Yellow,2,0,property,1
10189,Yellow,2,1,travel,1
10190,Green,0,1,auto,1
10191,Yellow,2,1,life,1
10192,Red,1,1,travel,1
10193,Green,3,1,property,1
10194,Green,1,1,auto,1
10195,Yellow,1,1,travel,1
10196,Green,2,1,auto,1
10197,Yellow,4,1,auto,1
10198,Yellow,0,1,travel,0
10199,Yellow,3,0,property,1
10200,Green,2,1,property,1
10201,Yellow,1,1,travel,1
10202,Green,1,1,property,1
10203,Green,0,1,property,0
10204,Green,0,1,auto,1
10205,Green,3,1,property,0
10206,Yellow,3,0,property,1
10207,Yellow,4,1,auto,1
10208,Red,2,1,property,1
10209,Green,0,1,property,1
10210,Red,2,1,property,1
10211,Yellow,1,1,property,1
10212,Red,1,1,travel,1
10213,Green,2,1,property,1
10214,Yellow,3,1,travel,0
10215,Yellow,2,1,auto,1
10216,Yellow,1,1,property,1
10217,Yellow,1,1,life,1
10218,Yellow,4,1,travel,1
10219,Yellow,3,0,property,1
10220,Yellow,2,1,property,1
10221,Yellow,4,1,auto,1
10222,Yellow,4,1,auto,1
10223,Green,2,1,travel,1
10224,Yellow,4,1,travel,1
10225,Yellow,4,1,auto,1
10226,Yellow,2,1,travel,0
10227,Yellow,0,1,travel,1
10228,Yellow,0,0,life,1
10229,Yellow,1,1,life,1
10230,Yellow,4,1,auto,1
10231,Yellow,3,0,life,1
10232,Green,4,1,travel,0
10233,Yellow,1,0,travel,1
10234,Yellow,0,1,life,1
10235,Yellow,1,1,travel,1
10236,Yellow,3,1,travel,1
10237,Green,1,1,auto,1
10238,Yellow,4,1,property,1
10239,Yellow,2,1,property,1
10240,Yellow,4,1,travel,1
10241,Yellow,0,1,travel,1
10242,Yellow,1,0,property,1
10243,Red,1,1,travel,1
10244,Yellow,0,1,travel,1
10245,Yellow,1,1,life,1
10246,Yellow,0,1,travel,0
10247,Yellow,1,1,property,0
10248,Yellow,1,1,travel,1
10249,Yellow,2,1,travel,1
10250,Yellow,3,0,travel,1
10251,Green,0,1,auto,1
10252,Red,3,1,travel,1
10253,Yellow,1,1,travel,1
10254,Green,3,1,property,1
10255,Green,3,1,life,1
10256,Yellow,1,1,life,1
10257,Yellow,2,0,auto,1
10258,Yellow,4,1,property,1
10259,Red,4,1,travel,1
10260,Yellow,4,1,auto,0
10261,Yellow,0,1,travel,1
10262,Yellow,1,1,travel,1
10263,Red,4,1,property,1
10264,Green,4,1,travel,1
10265,Yellow,1,1,property,1
10266,Yellow,1,1,life,1
10267,Yellow,1,1,auto,1
10268,Green,1,1,property,1
10269,Green,2,1,auto,1
10270,Yellow,4,1,auto,1
10271,Green,3,1,auto,1
10272,Yellow,2,1,auto,1
10273,Yellow,1,1,property,1
10274,Yellow,4,1,life,1
10275,Green,2,0,property,1
10276,Green,1,1,property,0
10277,Yellow,4,1,property,1
10278,Green,4,1,property,1
10279,Green,2,1,auto,1
10280,Yellow,1,1,property,1
10281,Green,3,0,property,1
10282,Yellow,1,1,auto,0
10283,Green,1,1,property,1
10284,Yellow,3,1,travel,1
10285,Red,3,1,travel,1
10286,Green,4,0,auto,1
10287,Yellow,2,1,travel,1
10288,Yellow,4,1,travel,1
10289,Green,1,1,property,1
10290,Yellow,2,1,travel,1
10291,Red,2,1,property,1
10292,Yellow,0,1,auto,1
10293,Yellow,3,1,auto,1
10294,Yellow,3,1,travel,0
10295,Yellow,4,1,life,1
10296,Yellow,1,1,auto,1
10297,Yellow,3,1,travel,1
10298,Yellow,2,1,travel,1
10299,Yellow,4,1,life,1
10300,Green,1,1,auto,1
10301,Green,1,0,property,1
10302,Yellow,2,1,auto,1
10303,Yellow,3,1,property,0
10304,Green,3,1,property,1
10305,Yellow,4,1,auto,1
10306,Yellow,2,1,property,0
10307,Red,1,0,property,1
10308,Green,4,1,auto,1
10309,Red,2,1,travel,1
10310,Yellow,1,1,property,1
10311,Yellow,2,1,auto,1
10312,Yellow,3,1,travel,1
10313,Yellow,3,1,life,1
10314,Yellow,1,1,property,0
10315,Green,2,1,auto,1
10316,Green,2,1,travel,1
10317,Yellow,3,1,auto,1
10318,Green,2,1,property,1
10319,Yellow,0,1,life,1
10320,Yellow,4,1,auto,1
10321,Yellow,4,1,auto,1
10322,Yellow,1,1,travel,1
10323,Yellow,2,1,life,1
10324,Yellow,0,1,auto,1
10325,Green,0,1,auto,1
10326,Yellow,4,1,auto,1
10327,Yellow,0,1,travel,1
10328,Yellow,3,1,travel,1
10329,Yellow,3,1,travel,1
10330,Yellow,2,1,property,1
10331,Green,2,1,auto,1
10332,Yellow,0,1,travel,1
10333,Green,3,1,property,1
10334,Yellow,3,1,travel,1
10335,Yellow,0,1,travel,1
10336,Yellow,3,1,auto,1
10337,Yellow,3,1,travel,0
10338,Yellow,0,1,property,0
10339,Yellow,2,0,property,1
10340,Yellow,2,1,auto,1
10341,Yellow,3,1,travel,0
10342,Yellow,1,1,auto,1
10343,Yellow,2,1,travel,1
10344,Green,0,1,property,0
10345,Yellow,2,0,travel,1
10346,Yellow,1,1,auto,0
10347,Yellow,0,1,travel,0
10348,Green,1,1,auto,1
10349,Red,2,1,travel,0
10350,Yellow,1,1,auto,1
10351,Green,0,1,auto,1
10352,Yellow,0,1,travel,0
10353,Yellow,2,1,travel,0
10354,Red,1,0,travel,1
10355,Yellow,2,1,travel,0
10356,Yellow,3,1,travel,1
10357,Red,1,1,travel,0
10358,Green,1,1,property,0
10359,Yellow,0,1,life,1
10360,Green,0,1,property,0
10361,Green,3,1,auto,1
10362,Yellow,4,1,auto,1
10363,Yellow,0,1,auto,1
10364,Green,2,1,auto,1
10365,Yellow,1,1,life,1
10366,Yellow,1,1,property,1
10367,Yellow,4,1,property,1
10368,Yellow,2,0,property,1
10369,Red,3,1,property,1
10370,Yellow,2,1,property,0
10371,Yellow,1,0,travel,1
10372,Yellow,0,1,auto,1
10373,Yellow,0,1,life,1
10374,Green,0,1,travel,1
10375,Red,3,1,travel,1
10376,Yellow,1,1,travel,1
10377,Green,3,0,property,1
10378,Green,1,1,life,1
10379,Yellow,0,0,travel,1
10380,Yellow,2,1,travel,1
10381,Yellow,1,1,auto,1
10382,Green,2,1,auto,1
10383,Yellow,2,1,auto,1
10384,Green,3,1,auto,1
10385,Green,1,1,travel,1
10386,Green,3,1,property,1
10387,Yellow,3,1,auto,1
10388,Green,0,1,auto,1
10389,Red,4,1,property,0
10390,Red,3,1,travel,1
10391,Yellow,0,1,auto,1
10392,Red,2,0,property,1
10393,Yellow,2,1,travel,1
10394,Yellow,0,1,auto,1
10395,Green,4,1,auto,1
10396,Green,0,1,auto,1
10397,Yellow,0,0,property,1
10398,Green,0,1,auto,1
10399,Green,3,1,auto,1
10400,Green,1,1,property,1
10401,Yellow,4,1,auto,1
10402,Yellow,0,1,life,1
10403,Green,1,1,property,0
10404,Green,3,1,auto,1
10405,Yellow,0,1,life,1
10406,Yellow,2,1,travel,0
10407,Green,2,1,auto,1
10408,Yellow,1,1,auto,1
10409,Yellow,4,1,life,1
10410,Yellow,1,1,auto,1
10411,Yellow,4,1,life,1
10412,Green,1,1,auto,1
10413,Yellow,4,1,travel,0
10414,Yellow,2,1,property,1
10415,Yellow,3,1,travel,0
10416,Yellow,2,1,auto,1
10417,Yellow,2,0,travel,1
10418,Yellow,4,1,auto,0
10419,Yellow,0,1,auto,1
10420,Yellow,2,1,travel,1
10421,Yellow,0,0,travel,0
10422,Yellow,1,1,travel,1
10423,Yellow,0,1,property,1
10424,Yellow,3,1,property,1
10425,Green,4,1,property,1
10426,Green,4,1,auto,1
10427,Green,3,1,property,0
10428,Yellow,4,1,travel,0
10429,Green,0,1,property,0
10430,Yellow,0,1,property,1
10431,Yellow,4,1,travel,1
10432,Yellow,1,1,auto,1
10433,Yellow,0,1,auto,1
10434,Yellow,1,1,travel,0
10435,Yellow,0,1,life,1
10436,Green,0,1,property,0
10437,Yellow,0,1,travel,0
10438,Yellow,0,1,travel,0
10439,Yellow,0,1,travel,0
10440,Yellow,0,1,auto,1
10441,Green,3,1,property,1
10442,Green,4,1,property,1
10443,Yellow,0,1,auto,1
10444,Green,0,1,property,0
10445,Yellow,1,1,auto,1
10446,Yellow,4,1,property,1
10447,Yellow,1,1,property,1
10448,Green,4,1,auto,1
10449,Yellow,0,1,property,1
10450,Green,0,1,auto,1
10451,Yellow,2,1,life,1
10452,Green,1,1,property,1
10453,Green,2,0,property,1
10454,Green,0,1,auto,1
10455,Green,2,1,auto,1
10456,Yellow,3,1,travel,1
10457,Yellow,0,1,auto,1
10458,Red,0,1,property,1
10459,Yellow,0,1,auto,1
10460,Yellow,1,0,travel,1
10461,Yellow,4,1,auto,1
10462,Yellow,1,1,auto,1
10463,Yellow,0,1,auto,1
10464,Yellow,0,1,property,0
10465,Yellow,2,0,auto,1
10466,Yellow,3,1,travel,0
10467,Yellow,4,1,property,0
10468,Yellow,0,1,life,1
10469,Yellow,1,1,property,1
10470,Yellow,2,1,auto,1
10471,Green,0,1,property,1
10472,Red,2,1,travel,1
10473,Yellow,2,1,auto,1
10474,Yellow,0,1,auto,1
10475,Yellow,2,1,auto,1
10476,Red,2,1,travel,1
10477,Green,1,1,auto,1
10478,Green,3,1,auto,1
10479,Green,0,1,life,1
10480,Yellow,0,1,auto,1
10481,Yellow,4,1,auto,1
10482,Yellow,1,1,auto,1
10483,Yellow,3,1,auto,1
10484,Green,3,0,auto,1
10485,Green,3,1,property,0
10486,Red,0,1,travel,0
10487,Yellow,2,1,auto,1
10488,Yellow,3,0,life,1
10489,Green,2,1,auto,1
10490,Yellow,1,1,auto,0
10491,Yellow,2,1,auto,1
10492,Yellow,4,1,auto,1
10493,Green,0,1,property,1
10494,Yellow,2,1,property,0
10495,Yellow,3,0,property,1
10496,Yellow,3,1,life,1
10497,Yellow,1,1,auto,1
10498,Green,4,1,auto,1
10499,Yellow,1,1,travel,1
10500,Yellow,1,1,auto,1
10501,Green,1,1,life,1
10502,Green,1,1,auto,1
10503,Green,2,1,auto,1
10504,Yellow,4,1,travel,0
10505,Yellow,1,1,auto,1
10506,Yellow,1,1,property,1
10507,Green,0,1,property,0
10508,Yellow,4,1,auto,1
10509,Yellow,4,1,property,1
10510,Yellow,4,1,travel,1
10511,Green,0,1,auto,1
10512,Green,0,1,auto,1
